error_factor	capacity_factor	qualitative_supraadditive	collapsed_both	collapsed_error_only	collapsed_capacity_only	interaction
75.16960157530129	61.80800114953867	False	True	True	True	
75.16960157530129	75.16960157530129	False	True	True	True	
75.16960157530129	91.41970126681093	False	True	True	True	
75.16960157530129	111.18273350618666	False	True	True	True	
75.16960157530129	135.21812102437377	False	True	True	True	
75.16960157530129	164.44945790386396	False	True	True	True	
75.16960157530129	200.0	False	True	True	True	
91.41970126681093	1.5	False	True	True	False	
91.41970126681093	1.8242687073822879	False	True	True	False	
91.41970126681093	2.2186375444894955	False	True	True	False	
91.41970126681093	2.6982606969571097	False	True	True	False	
91.41970126681093	3.2815683692122515	False	True	True	False	
91.41970126681093	3.9909749913929575	False	True	True	False	
91.41970126681093	4.853740525828978	False	True	True	False	
91.41970126681093	5.90301797001537	False	True	True	False	
91.41970126681093	7.179127307876238	False	True	True	False	
91.41970126681093	8.731104862714846	False	True	True	False	
91.41970126681093	10.618587587949342	False	True	True	False	
91.41970126681093	12.914104702195969	False	True	True	False	
91.41970126681093	15.705864728049711	False	True	True	False	
91.41970126681093	19.101145030506867	False	True	True	True	
91.41970126681093	23.23041410288293	False	True	True	True	
91.41970126681093	28.252345004947657	False	True	True	True	
91.41970126681093	34.35991260179622	False	True	True	True	
91.41970126681093	41.787808898564755	False	True	True	True	
91.41970126681093	50.82146141581522	False	True	True	True	
91.41970126681093	61.80800114953867	False	True	True	True	
91.41970126681093	75.16960157530129	False	True	True	True	
91.41970126681093	91.41970126681093	False	True	True	True	
91.41970126681093	111.18273350618666	False	True	True	True	
91.41970126681093	135.21812102437377	False	True	True	True	
91.41970126681093	164.44945790386396	False	True	True	True	
91.41970126681093	200.0	False	True	True	True	
111.18273350618666	1.5	False	True	True	False	
111.18273350618666	1.8242687073822879	False	True	True	False	
111.18273350618666	2.2186375444894955	False	True	True	False	
111.18273350618666	2.6982606969571097	False	True	True	False	
111.18273350618666	3.2815683692122515	False	True	True	False	
111.18273350618666	3.9909749913929575	False	True	True	False	
111.18273350618666	4.853740525828978	False	True	True	False	
111.18273350618666	5.90301797001537	False	True	True	False	
111.18273350618666	7.179127307876238	False	True	True	False	
111.18273350618666	8.731104862714846	False	True	True	False	
111.18273350618666	10.618587587949342	False	True	True	False	
111.18273350618666	12.914104702195969	False	True	True	False	
111.18273350618666	15.705864728049711	False	True	True	False	
111.18273350618666	19.101145030506867	False	True	True	True	
111.18273350618666	23.23041410288293	False	True	True	True	
111.18273350618666	28.252345004947657	False	True	True	True	
111.18273350618666	34.35991260179622	False	True	True	True	
111.18273350618666	41.787808898564755	False	True	True	True	
111.18273350618666	50.82146141581522	False	True	True	True	
111.18273350618666	61.80800114953867	False	True	True	True	
111.18273350618666	75.16960157530129	False	True	True	True	
111.18273350618666	91.41970126681093	False	True	True	True	
111.18273350618666	111.18273350618666	False	True	True	True	
111.18273350618666	135.21812102437377	False	True	True	True	
111.18273350618666	164.44945790386396	False	True	True	True	
111.18273350618666	200.0	False	True	True	True	
135.21812102437377	1.5	False	True	True	False	
135.21812102437377	1.8242687073822879	False	True	True	False	
135.21812102437377	2.2186375444894955	False	True	True	False	
135.21812102437377	2.6982606969571097	False	True	True	False	
135.21812102437377	3.2815683692122515	False	True	True	False	
135.21812102437377	3.9909749913929575	False	True	True	False	
135.21812102437377	4.853740525828978	False	True	True	False	
135.21812102437377	5.90301797001537	False	True	True	False	
135.21812102437377	7.179127307876238	False	True	True	False	
135.21812102437377	8.731104862714846	False	True	True	False	
135.21812102437377	10.618587587949342	False	True	True	False	
135.21812102437377	12.914104702195969	False	True	True	False	
135.21812102437377	15.705864728049711	False	True	True	False	
135.21812102437377	19.101145030506867	False	True	True	True	
135.21812102437377	23.23041410288293	False	True	True	True	
135.21812102437377	28.252345004947657	False	True	True	True	
135.21812102437377	34.35991260179622	False	True	True	True	
135.21812102437377	41.787808898564755	False	True	True	True	
135.21812102437377	50.82146141581522	False	True	True	True	
135.21812102437377	61.80800114953867	False	True	True	True	
135.21812102437377	75.16960157530129	False	True	True	True	
135.21812102437377	91.41970126681093	False	True	True	True	
135.21812102437377	111.18273350618666	False	True	True	True	
135.21812102437377	135.21812102437377	False	True	True	True	
135.21812102437377	164.44945790386396	False	True	True	True	
135.21812102437377	200.0	False	True	True	True	
164.44945790386396	1.5	False	True	True	False	
164.44945790386396	1.8242687073822879	False	True	True	False	
164.44945790386396	2.2186375444894955	False	True	True	False	
164.44945790386396	2.6982606969571097	False	True	True	False	
164.44945790386396	3.2815683692122515	False	True	True	False	
164.44945790386396	3.9909749913929575	False	True	True	False	
164.44945790386396	4.853740525828978	False	True	True	False	
164.44945790386396	5.90301797001537	False	True	True	False	
164.44945790386396	7.179127307876238	False	True	True	False	
164.44945790386396	8.731104862714846	False	True	True	False	
164.44945790386396	10.618587587949342	False	True	True	False	
164.44945790386396	12.914104702195969	False	True	True	False	
164.44945790386396	15.705864728049711	False	True	True	False	
164.44945790386396	19.101145030506867	False	True	True	True	
164.44945790386396	23.23041410288293	False	True	True	True	
164.44945790386396	28.252345004947657	False	True	True	True	
164.44945790386396	34.35991260179622	False	True	True	True	
164.44945790386396	41.787808898564755	False	True	True	True	
164.44945790386396	50.82146141581522	False	True	True	True	
164.44945790386396	61.80800114953867	False	True	True	True	
164.44945790386396	75.16960157530129	False	True	True	True	
164.44945790386396	91.41970126681093	False	True	True	True	
164.44945790386396	111.18273350618666	False	True	True	True	
164.44945790386396	135.21812102437377	False	True	True	True	
164.44945790386396	164.44945790386396	False	True	True	True	
164.44945790386396	200.0	False	True	True	True	
200.0	1.5	False	True	True	False	
200.0	1.8242687073822879	False	True	True	False	
200.0	2.2186375444894955	False	True	True	False	
200.0	2.6982606969571097	False	True	True	False	
200.0	3.2815683692122515	False	True	True	False	
200.0	3.9909749913929575	False	True	True	False	
200.0	4.853740525828978	False	True	True	False	
200.0	5.90301797001537	False	True	True	False	
200.0	7.179127307876238	False	True	True	False	
200.0	8.731104862714846	False	True	True	False	
200.0	10.618587587949342	False	True	True	False	
200.0	12.914104702195969	False	True	True	False	
200.0	15.705864728049711	False	True	True	False	
200.0	19.101145030506867	False	True	True	True	
200.0	23.23041410288293	False	True	True	True	
200.0	28.252345004947657	False	True	True	True	
200.0	34.35991260179622	False	True	True	True	
200.0	41.787808898564755	False	True	True	True	
200.0	50.82146141581522	False	True	True	True	
200.0	61.80800114953867	False	True	True	True	
200.0	75.16960157530129	False	True	True	True	
200.0	91.41970126681093	False	True	True	True	
200.0	111.18273350618666	False	True	True	True	
200.0	135.21812102437377	False	True	True	True	
200.0	164.44945790386396	False	True	True	True	
200.0	200.0	False	True	True	True	
